country position,Hazard,starttime,endtime,Intensity
76,extreme wind,2006-05-27,2006-05-27,17.0
76,heatwave,2005-04-04,2005-04-08,292.0
76,extreme wind,2006-04-10,2006-04-13,17.0
76,extreme wind,2011-04-16,2011-04-18,17.0
76,extreme wind,2010-03-16,2010-03-22,24.0
77,extreme wind,2006-04-10,2006-04-13,17.0
77,heatwave,2013-03-03,2013-03-18,292.0
77,heatwave,2005-04-04,2005-04-08,292.0
77,extreme wind,2011-04-16,2011-04-18,17.0
77,extreme wind,2004-03-15,2004-03-17,16.0
77,extreme wind,2010-03-16,2010-03-22,24.0
78,extreme wind,2011-04-16,2011-04-18,17.0
78,extreme wind,2010-03-16,2010-03-22,24.0
78,extreme wind,2004-03-15,2004-03-17,16.0
78,heatwave,2005-04-04,2005-04-08,292.0
79,extreme wind,2004-03-15,2004-03-17,16.0
79,extreme wind,2010-03-16,2010-03-22,24.0
79,heatwave,2013-03-03,2013-03-18,292.0
79,heatwave,2005-04-04,2005-04-08,292.0
79,extreme wind,2006-04-10,2006-04-13,17.0
79,extreme wind,2011-04-16,2011-04-18,17.0
80,extreme wind,2004-03-15,2004-03-17,16.0
80,extreme wind,2010-03-16,2010-03-22,24.0
80,heatwave,2005-04-04,2005-04-08,292.0
80,extreme wind,2011-04-16,2011-04-18,17.0
81,heatwave,2014-03-15,2014-04-02,288.0
81,extreme wind,2004-03-15,2004-03-17,16.0
81,extreme wind,2006-04-10,2006-04-13,17.0
81,extreme wind,2010-03-16,2010-03-22,24.0
81,flood,2010-07-23,2010-08-03,2.0
81,extreme wind,2006-05-27,2006-05-27,17.0
81,heatwave,2005-04-04,2005-04-08,292.0
82,extreme wind,2012-03-28,2012-03-30,18.0
82,extreme wind,2010-03-16,2010-03-22,24.0
82,heatwave,2005-04-04,2005-04-08,292.0
82,extreme wind,2013-04-07,2013-04-09,23.0
82,extreme wind,2004-03-15,2004-03-17,16.0
82,extreme wind,2011-04-16,2011-04-18,17.0
83,heatwave,2005-04-04,2005-04-08,292.0
83,extreme wind,2017-05-01,2017-05-07,24.0
83,extreme wind,2011-04-16,2011-04-18,17.0
83,extreme wind,2012-03-28,2012-03-30,18.0
83,extreme wind,2013-04-07,2013-04-09,23.0
83,extreme wind,2004-03-15,2004-03-17,16.0
83,extreme wind,2010-03-16,2010-03-22,24.0
84,heatwave,2014-03-15,2014-04-02,288.0
84,extreme wind,2012-03-28,2012-03-30,18.0
84,extreme wind,2010-03-16,2010-03-22,24.0
84,extreme wind,2011-04-16,2011-04-18,17.0
84,extreme wind,2013-04-07,2013-04-09,23.0
84,heatwave,2005-04-04,2005-04-08,292.0
84,extreme wind,2004-03-15,2004-03-17,16.0
85,heatwave,2014-03-15,2014-04-02,288.0
85,heatwave,2007-08-11,2007-08-25,300.0
85,heatwave,2013-03-03,2013-03-18,292.0
85,heatwave,2005-04-04,2005-04-08,292.0
85,extreme wind,2017-05-01,2017-05-07,24.0
85,extreme wind,2012-03-28,2012-03-30,18.0
85,extreme wind,2008-05-25,2008-05-29,17.0
85,extreme wind,2011-04-16,2011-04-18,17.0
85,heatwave,2010-09-07,2010-09-17,296.0
85,extreme wind,2010-03-16,2010-03-22,24.0
86,heatwave,2014-03-15,2014-04-02,288.0
86,extreme wind,2013-04-07,2013-04-09,23.0
86,extreme wind,2017-05-01,2017-05-07,24.0
86,extreme wind,2012-03-28,2012-03-30,18.0
86,heatwave,2013-03-03,2013-03-18,292.0
86,extreme wind,2008-05-25,2008-05-29,17.0
86,extreme wind,2010-03-16,2010-03-22,24.0
86,extreme wind,2011-04-16,2011-04-18,17.0
87,extreme wind,2011-04-16,2011-04-18,17.0
87,extreme wind,2013-04-07,2013-04-09,23.0
87,extreme wind,2012-03-28,2012-03-30,18.0
87,extreme wind,2017-05-01,2017-05-07,24.0
87,extreme wind,2010-03-16,2010-03-22,24.0
87,extreme wind,2004-03-15,2004-03-17,16.0
87,heatwave,2005-04-04,2005-04-08,292.0
88,extreme wind,2012-03-28,2012-03-30,18.0
88,heatwave,2005-04-04,2005-04-08,292.0
88,extreme wind,2010-03-16,2010-03-22,24.0
88,extreme wind,2011-04-16,2011-04-18,17.0
89,extreme wind,2008-05-25,2008-05-29,17.0
89,heatwave,2014-03-15,2014-04-02,288.0
89,extreme wind,2010-03-16,2010-03-22,24.0
89,extreme wind,2017-05-01,2017-05-07,24.0
89,heatwave,2005-04-04,2005-04-08,292.0
89,extreme wind,2013-04-07,2013-04-09,23.0
89,extreme wind,2012-03-28,2012-03-30,18.0
89,extreme wind,2011-04-16,2011-04-18,17.0
90,heatwave,2014-03-15,2014-04-02,288.0
90,extreme wind,2012-03-28,2012-03-30,18.0
90,extreme wind,2004-03-15,2004-03-17,16.0
90,extreme wind,2011-04-16,2011-04-18,17.0
90,heatwave,2005-04-04,2005-04-08,292.0
90,extreme wind,2010-03-16,2010-03-22,24.0
90,extreme wind,2013-04-07,2013-04-09,23.0
91,extreme wind,2011-04-16,2011-04-18,17.0
91,extreme wind,2010-03-16,2010-03-22,24.0
91,heatwave,2005-04-04,2005-04-08,292.0
91,extreme wind,2012-03-28,2012-03-30,18.0
92,heatwave,2014-03-15,2014-04-02,288.0
92,extreme wind,2012-03-28,2012-03-30,18.0
92,heatwave,2013-03-03,2013-03-18,292.0
92,extreme wind,2017-05-01,2017-05-07,24.0
92,extreme wind,2011-04-16,2011-04-18,17.0
92,extreme wind,2013-04-07,2013-04-09,23.0
92,extreme wind,2008-05-25,2008-05-29,17.0
92,extreme wind,2010-03-16,2010-03-22,24.0
92,heatwave,2010-09-07,2010-09-17,296.0
93,extreme wind,2017-05-01,2017-05-07,24.0
93,extreme wind,2012-03-28,2012-03-30,18.0
93,extreme wind,2013-04-07,2013-04-09,23.0
93,heatwave,2005-04-04,2005-04-08,292.0
93,extreme wind,2004-03-15,2004-03-17,16.0
93,extreme wind,2011-04-16,2011-04-18,17.0
93,extreme wind,2010-03-16,2010-03-22,24.0
94,heatwave,2014-03-15,2014-04-02,288.0
94,extreme wind,2011-04-16,2011-04-18,17.0
94,extreme wind,2012-03-28,2012-03-30,18.0
94,extreme wind,2004-03-15,2004-03-17,16.0
94,heatwave,2005-04-04,2005-04-08,292.0
94,extreme wind,2010-03-16,2010-03-22,24.0
95,heatwave,2014-03-15,2014-04-02,288.0
95,extreme wind,2010-03-16,2010-03-22,24.0
95,extreme wind,2013-04-07,2013-04-09,23.0
95,heatwave,2007-08-11,2007-08-25,300.0
95,extreme wind,2012-03-28,2012-03-30,18.0
95,extreme wind,2011-04-16,2011-04-18,17.0
95,heatwave,2005-04-04,2005-04-08,292.0
95,extreme wind,2017-05-01,2017-05-07,24.0
95,heatwave,2010-09-07,2010-09-17,296.0
95,flood,2010-07-23,2010-08-03,2.0
96,heatwave,2014-03-15,2014-04-02,288.0
96,extreme wind,2017-05-01,2017-05-07,24.0
96,extreme wind,2012-03-28,2012-03-30,18.0
96,extreme wind,2013-04-07,2013-04-09,23.0
96,extreme wind,2008-05-25,2008-05-29,17.0
96,flood,2010-07-23,2010-08-03,2.0
96,extreme wind,2011-04-16,2011-04-18,17.0
96,extreme wind,2010-03-16,2010-03-22,24.0
96,extreme wind,2004-03-15,2004-03-17,16.0
97,heatwave,2014-03-15,2014-04-02,288.0
97,extreme wind,2004-03-15,2004-03-17,16.0
97,heatwave,2005-04-04,2005-04-08,292.0
97,extreme wind,2011-04-16,2011-04-18,17.0
97,extreme wind,2013-04-07,2013-04-09,23.0
97,extreme wind,2010-03-16,2010-03-22,24.0
97,extreme wind,2012-03-28,2012-03-30,18.0
98,extreme wind,2010-03-16,2010-03-22,24.0
98,heatwave,2014-03-15,2014-04-02,288.0
98,extreme wind,2013-04-07,2013-04-09,23.0
98,extreme wind,2017-05-01,2017-05-07,24.0
98,extreme wind,2012-03-28,2012-03-30,18.0
98,extreme wind,2011-04-16,2011-04-18,17.0
98,heatwave,2005-04-04,2005-04-08,292.0
99,heatwave,2014-03-15,2014-04-02,288.0
99,extreme wind,2004-03-15,2004-03-17,16.0
99,heatwave,2005-04-04,2005-04-08,292.0
99,extreme wind,2010-03-16,2010-03-22,24.0
99,extreme wind,2012-03-28,2012-03-30,18.0
99,extreme wind,2013-04-07,2013-04-09,23.0
99,extreme wind,2011-04-16,2011-04-18,17.0
100,heatwave,2005-04-04,2005-04-08,292.0
100,extreme wind,2012-03-28,2012-03-30,18.0
100,extreme wind,2010-03-16,2010-03-22,24.0
100,extreme wind,2017-05-01,2017-05-07,24.0
100,extreme wind,2011-04-16,2011-04-18,17.0
100,extreme wind,2004-03-15,2004-03-17,16.0
100,extreme wind,2008-05-25,2008-05-29,17.0
101,extreme wind,2017-05-01,2017-05-07,24.0
101,heatwave,2014-03-15,2014-04-02,288.0
101,extreme wind,2011-04-16,2011-04-18,17.0
101,heatwave,2007-08-11,2007-08-25,300.0
101,heatwave,2005-04-04,2005-04-08,292.0
101,extreme wind,2008-05-25,2008-05-29,17.0
101,extreme wind,2010-03-16,2010-03-22,24.0
101,extreme wind,2012-03-28,2012-03-30,18.0
102,heatwave,2014-03-15,2014-04-02,288.0
102,extreme wind,2017-05-01,2017-05-07,24.0
102,extreme wind,2010-03-16,2010-03-22,24.0
102,extreme wind,2011-04-16,2011-04-18,17.0
102,extreme wind,2013-04-07,2013-04-09,23.0
102,extreme wind,2012-03-28,2012-03-30,18.0
102,heatwave,2005-04-04,2005-04-08,292.0
102,extreme wind,2004-03-15,2004-03-17,16.0
103,heatwave,2014-03-15,2014-04-02,288.0
103,extreme wind,2012-03-28,2012-03-30,18.0
103,extreme wind,2010-03-16,2010-03-22,24.0
103,extreme wind,2011-04-16,2011-04-18,17.0
103,extreme wind,2013-04-07,2013-04-09,23.0
103,heatwave,2005-04-04,2005-04-08,292.0
103,extreme wind,2004-03-15,2004-03-17,16.0
104,extreme wind,2012-03-28,2012-03-30,18.0
104,extreme wind,2017-05-01,2017-05-07,24.0
104,extreme wind,2011-04-16,2011-04-18,17.0
104,extreme wind,2008-05-25,2008-05-29,17.0
104,extreme wind,2010-03-16,2010-03-22,24.0
105,heatwave,2014-03-15,2014-04-02,288.0
105,heatwave,2007-01-03,2007-02-13,290.0
105,coldwave,2012-11-11,2012-11-14,263.0
105,extreme wind,2012-03-28,2012-03-30,18.0
105,extreme wind,2017-05-01,2017-05-07,24.0
105,extreme wind,2013-04-07,2013-04-09,23.0
105,heatwave,2007-08-11,2007-08-25,300.0
105,heatwave,2013-03-03,2013-03-18,292.0
105,extreme wind,2010-03-15,2010-03-15,20.0
105,extreme wind,2008-05-25,2008-05-29,17.0
105,extreme wind,2010-03-16,2010-03-22,24.0
105,extreme wind,2011-04-16,2011-04-18,17.0
105,heatwave,2010-09-07,2010-09-17,296.0
106,extreme wind,2017-05-01,2017-05-07,24.0
106,heatwave,2014-03-15,2014-04-02,288.0
106,heatwave,2007-08-11,2007-08-25,300.0
106,heatwave,2007-01-03,2007-02-13,290.0
106,heatwave,2013-03-03,2013-03-18,292.0
106,extreme wind,2010-03-15,2010-03-15,20.0
106,extreme wind,2013-04-07,2013-04-09,23.0
106,coldwave,2010-12-30,2011-01-01,263.0
106,extreme wind,2010-03-16,2010-03-22,24.0
106,extreme wind,2012-03-28,2012-03-30,18.0
106,extreme wind,2011-04-16,2011-04-18,17.0
106,heatwave,2010-09-07,2010-09-17,296.0
106,flood,2010-07-23,2010-08-03,2.0
106,extreme wind,2008-05-25,2008-05-29,17.0
107,heatwave,2014-03-15,2014-04-02,288.0
107,extreme wind,2010-03-16,2010-03-22,24.0
107,heatwave,2011-06-15,2011-06-22,300.0
107,heatwave,2007-01-03,2007-02-13,290.0
107,heatwave,2007-08-11,2007-08-25,300.0
107,heatwave,2010-06-13,2010-07-08,308.0
107,extreme wind,2011-04-16,2011-04-18,17.0
107,coldwave,2012-11-11,2012-11-14,263.0
107,extreme wind,2013-04-07,2013-04-09,23.0
107,heatwave,2013-03-03,2013-03-18,292.0
107,extreme wind,2012-03-28,2012-03-30,18.0
107,extreme wind,2006-04-21,2006-04-23,17.0
107,extreme wind,2017-05-01,2017-05-07,24.0
107,extreme wind,2008-05-25,2008-05-29,17.0
107,extreme wind,2010-03-15,2010-03-15,20.0
108,heatwave,2011-06-15,2011-06-22,300.0
108,heatwave,2014-03-15,2014-04-02,288.0
108,heatwave,2007-08-11,2007-08-25,300.0
108,extreme wind,2006-04-21,2006-04-23,17.0
108,extreme wind,2017-05-01,2017-05-07,24.0
108,heatwave,2013-03-03,2013-03-18,292.0
108,heatwave,2010-06-13,2010-07-08,308.0
108,extreme wind,2013-04-07,2013-04-09,23.0
108,extreme wind,2011-04-16,2011-04-18,17.0
108,extreme wind,2008-05-25,2008-05-29,17.0
108,coldwave,2012-11-11,2012-11-14,263.0
108,extreme wind,2012-03-28,2012-03-30,18.0
109,heatwave,2007-08-11,2007-08-25,300.0
109,heatwave,2014-03-15,2014-04-02,288.0
109,extreme wind,2010-03-16,2010-03-22,24.0
109,extreme wind,2013-04-07,2013-04-09,23.0
109,extreme wind,2006-04-21,2006-04-23,17.0
109,extreme wind,2011-04-16,2011-04-18,17.0
109,extreme wind,2017-05-01,2017-05-07,24.0
109,heatwave,2013-03-03,2013-03-18,292.0
109,extreme wind,2008-05-25,2008-05-29,17.0
109,heatwave,2007-01-03,2007-02-13,290.0
109,extreme wind,2012-03-28,2012-03-30,18.0
109,heatwave,2011-06-15,2011-06-22,300.0
109,extreme wind,2010-03-15,2010-03-15,20.0
109,heatwave,2010-09-07,2010-09-17,296.0
109,coldwave,2012-11-11,2012-11-14,263.0
110,coldwave,2012-11-11,2012-11-14,263.0
110,heatwave,2014-03-15,2014-04-02,288.0
110,heatwave,2007-08-11,2007-08-25,300.0
110,heatwave,2011-06-15,2011-06-22,300.0
110,extreme wind,2011-04-16,2011-04-18,17.0
110,extreme wind,2017-05-01,2017-05-07,24.0
110,heatwave,2010-06-13,2010-07-08,308.0
110,extreme wind,2010-03-16,2010-03-22,24.0
110,extreme wind,2012-03-28,2012-03-30,18.0
110,extreme wind,2013-04-07,2013-04-09,23.0
110,heatwave,2013-03-03,2013-03-18,292.0
110,extreme wind,2008-05-25,2008-05-29,17.0
111,heatwave,2014-03-15,2014-04-02,288.0
111,heatwave,2013-03-03,2013-03-18,292.0
111,heatwave,2007-08-11,2007-08-25,300.0
111,extreme wind,2017-05-01,2017-05-07,24.0
111,extreme wind,2011-04-16,2011-04-18,17.0
111,coldwave,2010-12-30,2011-01-01,263.0
111,extreme wind,2013-04-07,2013-04-09,23.0
111,extreme wind,2008-05-25,2008-05-29,17.0
111,extreme wind,2012-03-28,2012-03-30,18.0
111,extreme wind,2010-03-16,2010-03-22,24.0
111,flood,2010-07-23,2010-08-03,2.0
112,heatwave,2014-03-15,2014-04-02,288.0
112,extreme wind,2017-05-01,2017-05-07,24.0
112,extreme wind,2012-03-28,2012-03-30,18.0
112,heatwave,2007-08-11,2007-08-25,300.0
112,extreme wind,2010-03-16,2010-03-22,24.0
112,coldwave,2010-12-30,2011-01-01,263.0
112,heatwave,2013-03-03,2013-03-18,292.0
112,extreme wind,2013-04-07,2013-04-09,23.0
112,extreme wind,2008-05-25,2008-05-29,17.0
112,extreme wind,2011-04-16,2011-04-18,17.0
113,heatwave,2014-03-15,2014-04-02,288.0
113,heatwave,2007-08-11,2007-08-25,300.0
113,extreme wind,2017-05-01,2017-05-07,24.0
113,coldwave,2010-12-30,2011-01-01,263.0
113,heatwave,2013-03-03,2013-03-18,292.0
113,extreme wind,2011-04-16,2011-04-18,17.0
113,heatwave,2010-06-13,2010-07-08,308.0
113,extreme wind,2008-05-25,2008-05-29,17.0
113,extreme wind,2013-04-07,2013-04-09,23.0
113,extreme wind,2012-03-28,2012-03-30,18.0
113,extreme wind,2010-03-16,2010-03-22,24.0
114,heatwave,2014-03-15,2014-04-02,288.0
114,heatwave,2007-08-11,2007-08-25,300.0
114,extreme wind,2013-04-07,2013-04-09,23.0
114,extreme wind,2017-05-01,2017-05-07,24.0
114,heatwave,2013-03-03,2013-03-18,292.0
114,extreme wind,2010-03-16,2010-03-22,24.0
114,extreme wind,2008-05-25,2008-05-29,17.0
114,extreme wind,2011-04-16,2011-04-18,17.0
114,extreme wind,2012-03-28,2012-03-30,18.0
115,heatwave,2014-03-15,2014-04-02,288.0
115,heatwave,2007-08-11,2007-08-25,300.0
115,heatwave,2007-01-03,2007-02-13,290.0
115,heatwave,2013-03-03,2013-03-18,292.0
115,extreme wind,2010-03-15,2010-03-15,20.0
115,extreme wind,2012-03-28,2012-03-30,18.0
115,extreme wind,2017-05-01,2017-05-07,24.0
115,heatwave,2010-09-07,2010-09-17,296.0
115,flood,2010-07-23,2010-08-03,2.0
115,extreme wind,2013-04-07,2013-04-09,23.0
115,extreme wind,2011-04-16,2011-04-18,17.0
115,extreme wind,2008-05-25,2008-05-29,17.0
115,extreme wind,2010-03-16,2010-03-22,24.0
116,heatwave,2014-03-15,2014-04-02,288.0
116,extreme wind,2012-03-28,2012-03-30,18.0
116,heatwave,2007-08-11,2007-08-25,300.0
116,extreme wind,2008-05-25,2008-05-29,17.0
116,extreme wind,2011-04-16,2011-04-18,17.0
116,coldwave,2010-12-30,2011-01-01,263.0
116,flood,2010-07-23,2010-08-03,2.0
116,extreme wind,2017-05-01,2017-05-07,24.0
116,heatwave,2013-03-03,2013-03-18,292.0
116,extreme wind,2010-03-15,2010-03-15,20.0
116,extreme wind,2010-03-16,2010-03-22,24.0
116,extreme wind,2013-04-07,2013-04-09,23.0
116,heatwave,2010-09-07,2010-09-17,296.0
117,heatwave,2007-08-11,2007-08-25,300.0
117,heatwave,2014-03-15,2014-04-02,288.0
117,extreme wind,2011-04-16,2011-04-18,17.0
117,extreme wind,2017-05-01,2017-05-07,24.0
117,extreme wind,2010-03-15,2010-03-15,20.0
117,flood,2010-07-23,2010-08-03,2.0
117,extreme wind,2010-03-16,2010-03-22,24.0
117,heatwave,2010-09-07,2010-09-17,296.0
117,heatwave,2007-01-03,2007-02-13,290.0
117,extreme wind,2013-04-07,2013-04-09,23.0
117,extreme wind,2012-03-28,2012-03-30,18.0
117,heatwave,2013-03-03,2013-03-18,292.0
117,extreme wind,2008-05-25,2008-05-29,17.0
118,extreme wind,2008-05-25,2008-05-29,17.0
118,heatwave,2014-03-15,2014-04-02,288.0
118,heatwave,2007-08-11,2007-08-25,300.0
118,heatwave,2007-01-03,2007-02-13,290.0
118,extreme wind,2017-05-01,2017-05-07,24.0
118,heatwave,2013-03-03,2013-03-18,292.0
118,extreme wind,2012-03-28,2012-03-30,18.0
118,coldwave,2012-11-11,2012-11-14,263.0
118,extreme wind,2013-04-07,2013-04-09,23.0
118,heatwave,2010-09-07,2010-09-17,296.0
118,extreme wind,2011-04-16,2011-04-18,17.0
118,extreme wind,2010-03-16,2010-03-22,24.0
119,heatwave,2014-03-15,2014-04-02,288.0
119,extreme wind,2015-10-01,2015-10-03,21.0
119,extreme wind,2017-05-01,2017-05-07,24.0
119,heatwave,2010-09-07,2010-09-17,296.0
119,extreme wind,2010-03-15,2010-03-15,20.0
120,heatwave,2014-03-15,2014-04-02,288.0
120,flood,2013-08-07,2013-10-14,2.0
120,extreme wind,2017-05-01,2017-05-07,24.0
120,heatwave,2007-01-03,2007-02-13,290.0
120,extreme wind,2010-03-15,2010-03-15,20.0
120,heatwave,2016-07-03,2016-07-11,300.0
120,extreme wind,2008-05-25,2008-05-29,17.0
120,coldwave,2005-03-10,2005-03-12,264.0
120,heatwave,2010-09-07,2010-09-17,296.0
120,extreme wind,2011-04-16,2011-04-18,17.0
120,extreme wind,2012-03-28,2012-03-30,18.0
121,heatwave,2014-03-15,2014-04-02,288.0
121,extreme wind,2017-05-01,2017-05-07,24.0
121,heatwave,2010-09-07,2010-09-17,296.0
121,extreme wind,2010-03-15,2010-03-15,20.0
121,extreme wind,2010-03-16,2010-03-22,24.0
121,extreme wind,2015-10-01,2015-10-03,21.0
121,extreme wind,2012-03-28,2012-03-30,18.0
121,extreme wind,2011-04-16,2011-04-18,17.0
122,heatwave,2014-03-15,2014-04-02,288.0
122,heatwave,2007-01-03,2007-02-13,290.0
122,extreme wind,2015-10-01,2015-10-03,21.0
122,flood,2005-08-13,2005-08-20,1.0
122,coldwave,2005-03-10,2005-03-12,264.0
122,flood,2005-07-01,2005-08-12,1.0
122,flood,2013-08-07,2013-10-14,2.0
122,heatwave,2016-07-03,2016-07-11,300.0
122,extreme wind,2017-05-01,2017-05-07,24.0
122,extreme wind,2010-03-15,2010-03-15,20.0
122,heatwave,2010-09-07,2010-09-17,296.0
123,heatwave,2014-03-15,2014-04-02,288.0
123,extreme wind,2012-03-28,2012-03-30,18.0
123,extreme wind,2017-05-01,2017-05-07,24.0
123,extreme wind,2010-03-15,2010-03-15,20.0
123,heatwave,2010-09-07,2010-09-17,296.0
123,extreme wind,2010-03-16,2010-03-22,24.0
123,extreme wind,2011-04-16,2011-04-18,17.0
124,heatwave,2014-03-15,2014-04-02,288.0
124,extreme wind,2006-04-21,2006-04-23,17.0
124,heatwave,2013-03-03,2013-03-18,292.0
124,extreme wind,2013-04-07,2013-04-09,23.0
124,extreme wind,2017-05-01,2017-05-07,24.0
124,extreme wind,2015-10-01,2015-10-03,21.0
124,heatwave,2007-01-03,2007-02-13,290.0
124,heatwave,2007-08-11,2007-08-25,300.0
124,heatwave,2011-06-15,2011-06-22,300.0
124,extreme wind,2010-03-16,2010-03-22,24.0
124,heatwave,2010-09-07,2010-09-17,296.0
124,extreme wind,2010-03-15,2010-03-15,20.0
124,heatwave,2016-07-03,2016-07-11,300.0
124,extreme wind,2011-04-16,2011-04-18,17.0
124,extreme wind,2008-05-25,2008-05-29,17.0
124,extreme wind,2012-03-28,2012-03-30,18.0
125,heatwave,2014-03-15,2014-04-02,288.0
125,heatwave,2007-08-11,2007-08-25,300.0
125,extreme wind,2015-10-01,2015-10-03,21.0
125,extreme wind,2017-05-01,2017-05-07,24.0
125,heatwave,2007-01-03,2007-02-13,290.0
125,extreme wind,2010-03-16,2010-03-22,24.0
125,extreme wind,2012-03-28,2012-03-30,18.0
125,heatwave,2010-09-07,2010-09-17,296.0
125,extreme wind,2010-03-15,2010-03-15,20.0
125,extreme wind,2011-04-16,2011-04-18,17.0
125,extreme wind,2013-04-07,2013-04-09,23.0
125,heatwave,2013-03-03,2013-03-18,292.0
125,heatwave,2011-06-15,2011-06-22,300.0
125,extreme wind,2006-04-21,2006-04-23,17.0
125,extreme wind,2008-05-25,2008-05-29,17.0
126,heatwave,2014-03-15,2014-04-02,288.0
126,extreme wind,2010-03-15,2010-03-15,20.0
126,extreme wind,2015-10-01,2015-10-03,21.0
126,extreme wind,2017-05-01,2017-05-07,24.0
126,heatwave,2010-09-07,2010-09-17,296.0
126,coldwave,2005-03-10,2005-03-12,264.0
127,flood,2013-08-07,2013-10-14,2.0
127,flood,2005-08-13,2005-08-20,1.0
127,heatwave,2014-03-15,2014-04-02,288.0
127,heatwave,2008-04-12,2008-04-24,293.0
127,extreme wind,2006-04-21,2006-04-23,17.0
127,heatwave,2016-07-03,2016-07-11,300.0
127,extreme wind,2010-03-15,2010-03-15,20.0
127,heatwave,2007-08-11,2007-08-25,300.0
127,extreme wind,2017-05-01,2017-05-07,24.0
127,heatwave,2007-01-03,2007-02-13,290.0
127,extreme wind,2010-03-16,2010-03-22,24.0
127,extreme wind,2011-04-16,2011-04-18,17.0
127,heatwave,2013-03-03,2013-03-18,292.0
127,extreme wind,2015-10-01,2015-10-03,21.0
127,extreme wind,2013-04-07,2013-04-09,23.0
127,extreme wind,2008-05-25,2008-05-29,17.0
127,heatwave,2011-06-15,2011-06-22,300.0
127,heatwave,2010-09-07,2010-09-17,296.0
127,extreme wind,2012-03-28,2012-03-30,18.0
128,heatwave,2005-04-04,2005-04-08,292.0
128,extreme wind,2010-03-16,2010-03-22,24.0
128,extreme wind,2008-05-25,2008-05-29,17.0
128,extreme wind,2004-03-15,2004-03-17,16.0
128,extreme wind,2011-04-16,2011-04-18,17.0
129,extreme wind,2004-03-15,2004-03-17,16.0
129,extreme wind,2008-05-25,2008-05-29,17.0
129,heatwave,2005-04-04,2005-04-08,292.0
129,extreme wind,2010-03-16,2010-03-22,24.0
129,extreme wind,2011-04-16,2011-04-18,17.0
130,extreme wind,2011-04-16,2011-04-18,17.0
130,extreme wind,2017-05-01,2017-05-07,24.0
130,heatwave,2005-04-04,2005-04-08,292.0
130,extreme wind,2004-03-15,2004-03-17,16.0
130,extreme wind,2010-03-16,2010-03-22,24.0
130,extreme wind,2008-05-25,2008-05-29,17.0
131,extreme wind,2008-05-25,2008-05-29,17.0
131,extreme wind,2013-04-07,2013-04-09,23.0
131,extreme wind,2011-04-16,2011-04-18,17.0
131,heatwave,2005-04-04,2005-04-08,292.0
131,extreme wind,2010-03-16,2010-03-22,24.0
131,extreme wind,2004-03-15,2004-03-17,16.0
132,flood,2010-07-23,2010-08-03,2.0
132,extreme wind,2004-03-15,2004-03-17,16.0
132,extreme wind,2010-03-16,2010-03-22,24.0
132,heatwave,2005-04-04,2005-04-08,292.0
133,extreme wind,2004-03-15,2004-03-17,16.0
133,heatwave,2005-04-04,2005-04-08,292.0
133,extreme wind,2010-03-16,2010-03-22,24.0
134,heatwave,2005-04-04,2005-04-08,292.0
134,heatwave,2014-03-15,2014-04-02,288.0
134,extreme wind,2012-03-28,2012-03-30,18.0
